Date,Open,High,Low,Close,Adj Close,Volume
2016-02-22,1131.000000,1133.949951,1114.050049,1126.650024,1070.287720,1928505
2016-02-23,1130.250000,1132.500000,1116.050049,1123.900024,1067.675171,1250980
2016-02-24,1119.500000,1143.750000,1118.349976,1125.349976,1069.052612,2475357
2016-02-25,1125.400024,1130.599976,1101.099976,1110.300049,1054.755737,2242264
2016-02-26,1120.150024,1132.000000,1116.000000,1121.150024,1065.062866,2117818
2016-02-29,1129.500000,1130.400024,1068.300049,1084.050049,1029.818848,4083038
2016-03-01,1094.800049,1130.300049,1094.800049,1125.449951,1069.147583,3193077
2016-03-02,1137.050049,1163.500000,1125.000000,1156.000000,1098.169434,3607449
2016-03-03,1168.000000,1192.849976,1154.000000,1169.300049,1110.804077,2907152
2016-03-04,1175.599976,1185.000000,1159.099976,1170.650024,1112.086426,2140840
2016-03-08,1170.650024,1190.500000,1147.400024,1163.449951,1105.246704,3808873
2016-03-09,1145.000000,1183.750000,1142.949951,1178.500000,1119.543701,3152891
2016-03-10,1162.900024,1162.900024,1139.349976,1142.500000,1085.344849,12190508
2016-03-11,1146.199951,1155.949951,1138.199951,1143.000000,1085.819702,2029274
2016-03-14,1146.000000,1154.250000,1138.500000,1141.199951,1084.109741,2087131
2016-03-15,1144.000000,1154.500000,1128.949951,1134.400024,1077.650024,3360129
2016-03-16,1141.900024,1155.000000,1131.550049,1152.449951,1094.796875,2794425
2016-03-17,1156.900024,1169.750000,1154.050049,1161.750000,1103.631836,3237311
2016-03-18,1162.800049,1199.000000,1162.000000,1193.400024,1133.698242,4238711
2016-03-21,1188.000000,1199.000000,1180.050049,1194.900024,1135.123291,2569196
2016-03-22,1191.250000,1194.000000,1172.000000,1189.949951,1130.421021,3548975
2016-03-23,1190.000000,1210.699951,1182.099976,1207.800049,1147.378174,3166588
2016-03-28,1207.800049,1237.000000,1195.750000,1204.900024,1144.623169,5393755
2016-03-29,1199.000000,1218.900024,1191.550049,1197.250000,1137.355713,3497678
2016-03-30,1197.599976,1210.000000,1195.550049,1205.949951,1145.620605,2878409
2016-03-31,1210.250000,1229.900024,1200.300049,1218.300049,1157.352905,8998160
2016-04-01,1216.000000,1222.199951,1195.099976,1205.449951,1145.145508,2755714
2016-04-04,1213.550049,1248.000000,1213.550049,1243.699951,1181.482056,2288527
2016-04-05,1242.000000,1242.300049,1214.000000,1219.800049,1158.777710,2395358
2016-04-06,1228.000000,1228.000000,1196.000000,1200.699951,1140.633179,2465677
2016-04-07,1208.400024,1208.400024,1175.000000,1181.500000,1122.393677,2828945
2016-04-08,1175.849976,1177.500000,1162.050049,1165.750000,1107.431641,2097789
2016-04-11,1165.800049,1186.750000,1151.099976,1183.900024,1124.673584,2884339
2016-04-12,1180.500000,1194.900024,1178.599976,1182.199951,1123.058594,2921069
2016-04-13,1194.949951,1194.949951,1166.349976,1172.699951,1114.033813,6255693
